Age,Gender,Subscription_Length,Region,Payment_Method,Support_Tickets_Raised,Satisfaction_Score,Discount_Offered,Last_Activity,Monthly_Spend,Churned
44.0,Male,58,North,Credit Card,2,2.0,17.68,327,48.72,1
53.0,Male,20,South,PayPal,2,1.0,15.98,107,34.31,1
46.0,Male,19,South,Debit Card,3,2.0,11.24,128,34.23,1
55.0,Female,48,South,PayPal,2,8.0,18.33,32,61.89,0
50.0,Male,11,South,PayPal,1,10.0,10.27,169,51.76,0
54.0,Male,40,East,Debit Card,2,6.0,14.51,288,50.45,0
50.0,Female,23,West,PayPal,1,2.0,7.76,182,33.66,1
21.0,Male,7,South,Debit Card,2,9.0,9.27,358,45.65,1
39.0,Female,23,South,Debit Card,0,8.0,18.74,190,57.59,0
19.0,Male,7,South,Credit Card,4,4.0,7.75,255,32.05,0
27.0,Male,46,West,Debit Card,3,10.0,7.6,341,59.39,1
22.0,Female,34,West,Credit Card,2,7.0,12.19,299,50.16,0
27.0,Male,42,South,PayPal,5,3.0,6.38,166,39.08,1
50.0,Male,19,East,Debit Card,4,6.0,18.42,256,46.14,0
55.0,Female,58,North,PayPal,2,3.0,6.5,198,45.45,1
30.0,Male,9,North,Debit Card,1,10.0,14.25,213,53.11,0
53.0,Female,18,West,Debit Card,2,6.0,13.85,360,47.14,1
62.0,Female,41,North,PayPal,0,8.0,10.82,13,57.32,0
41.0,Female,48,North,PayPal,4,4.0,19.76,52,48.41,0
69.0,Male,45,East,Credit Card,1,4.0,5.99,265,46.88,0
32.0,Male,42,West,PayPal,2,8.0,13.67,325,56.47,1
25.0,Female,52,North,PayPal,2,5.0,15.36,7,54.06,0
22.0,Female,14,East,Debit Card,5,2.0,16.1,230,31.19,1
46.0,Female,44,East,PayPal,1,6.0,5.48,44,48.77,0
64.0,Female,25,North,Debit Card,0,1.0,5.32,172,32.61,1
21.0,Male,19,North,Credit Card,3,7.0,5.54,102,41.2,0
29.0,Male,39,West,Debit Card,2,9.0,19.88,223,61.72,0
19.0,Female,15,South,Debit Card,2,5.0,10.02,122,41.33,0
44.0,Male,16,East,Credit Card,0,7.0,9.36,77,45.89,0
68.0,Female,40,South,Debit Card,1,10.0,9.94,296,60.25,0
68.0,Female,10,East,PayPal,3,4.0,10.55,205,34.95,0
53.0,Male,4,South,PayPal,3,1.0,16.22,318,26.69,1
43.0,Female,19,North,Credit Card,0,9.0,16.2,218,54.61,0
44.0,Female,21,South,Credit Card,1,10.0,16.49,193,57.68,0
22.0,Female,59,West,Credit Card,6,4.0,16.08,333,50.21,1
37.0,Male,47,East,Credit Card,2,5.0,12.14,153,50.62,0
28.0,Female,14,West,Debit Card,1,6.0,10.04,41,43.08,0
27.0,Female,33,North,Credit Card,2,3.0,9.24,23,40.97,1
57.0,Male,48,West,Debit Card,2,9.0,15.19,186,62.48,0
23.0,Female,19,South,Credit Card,3,6.0,13.72,43,43.49,0
25.0,Female,30,South,Debit Card,1,6.0,18.69,361,51.51,1
40.0,Male,22,East,PayPal,2,8.0,5.21,113,45.49,0
64.0,Female,3,South,PayPal,2,5.0,16.92,231,38.86,0
43.0,Male,37,West,Debit Card,3,9.0,17.8,110,58.62,0
63.0,Female,41,South,Debit Card,1,9.0,14.46,138,61.17,0
60.0,Female,18,South,PayPal,1,2.0,19.01,105,38.67,1
29.0,Female,11,West,PayPal,2,5.0,13.85,316,39.96,1
43.0,Female,48,West,PayPal,1,7.0,8.61,140,54.09,0
30.0,Male,2,West,Debit Card,3,2.0,8.24,255,26.52,1
57.0,Male,12,North,Credit Card,1,7.0,13.34,349,46.07,1
35.0,Female,54,West,Debit Card,4,9.0,18.6,75,63.55,0
42.0,Female,6,West,PayPal,0,8.0,6.09,233,42.93,0
50.0,Female,43,North,Credit Card,2,10.0,14.07,212,62.87,0
64.0,Female,59,South,Debit Card,5,9.0,16.55,58,63.22,1
29.0,Female,29,West,Credit Card,2,9.0,10.49,212,54.96,0
61.0,Female,59,West,PayPal,4,10.0,9.11,138,61.18,0
65.0,Male,2,East,Credit Card,0,10.0,7.98,58,49.4,0
21.0,Male,9,South,Credit Card,1,3.0,6.96,273,33.52,1
22.0,Female,47,South,Debit Card,6,1.0,14.16,53,34.46,1
25.0,Female,29,West,PayPal,5,10.0,15.54,5,57.22,1
59.0,Male,33,North,Credit Card,3,6.0,12.99,323,45.36,1
45.0,Male,34,East,PayPal,0,5.0,18.21,243,51.1,0
48.0,Female,44,South,Credit Card,2,6.0,19.36,148,55.73,0
26.0,Male,55,North,Credit Card,2,9.0,10.83,179,63.43,0
68.0,Male,8,East,PayPal,3,6.0,18.17,174,43.18,0
46.0,Male,37,North,PayPal,1,4.0,16.44,323,49.55,1
58.0,Female,47,West,Debit Card,3,7.0,15.24,253,56.41,0
39.0,Female,6,North,Credit Card,2,5.0,7.05,250,34.99,0
28.0,Female,44,West,Debit Card,4,6.0,9.41,136,48.7,0
40.0,Female,40,South,Credit Card,1,10.0,12.51,22,63.24,0
18.0,Female,45,North,Debit Card,0,8.0,15.2,38,61.97,0
54.0,Female,32,West,PayPal,2,8.0,13.9,282,53.81,0
38.0,Female,27,South,Credit Card,0,2.0,15.07,279,40.92,1
63.0,Female,43,South,PayPal,0,8.0,15.31,253,60.63,0
53.0,Female,52,North,Credit Card,1,2.0,11.57,359,45.48,1
40.0,Male,33,North,Debit Card,0,8.0,17.85,65,58.3,0
18.0,Male,40,West,Credit Card,2,5.0,10.89,74,47.35,0
68.0,Female,32,South,Credit Card,1,9.0,12.02,303,55.73,1
32.0,Male,17,South,PayPal,0,8.0,17.17,174,52.16,0
64.0,Male,57,West,Credit Card,1,7.0,9.91,285,58.16,0
26.0,Female,42,South,Credit Card,0,8.0,12.13,73,57.75,0
26.0,Male,34,South,Debit Card,7,6.0,15.59,79,46.38,1
27.0,Male,9,East,Debit Card,1,9.0,18.43,44,52.97,0
69.0,Male,56,South,Debit Card,4,2.0,12.41,233,43.49,1
43.0,Female,23,West,Debit Card,2,3.0,6.63,3,34.68,1
52.0,Male,50,East,PayPal,2,6.0,13.26,181,54.55,0
69.0,Female,7,East,Credit Card,2,3.0,11.26,139,32.5,1
42.0,Female,15,North,PayPal,2,1.0,7.8,303,28.5,1
43.0,Male,53,East,Debit Card,4,4.0,5.55,7,44.68,0
55.0,Male,20,North,Credit Card,2,4.0,19.89,213,42.21,0
19.0,Male,50,North,Debit Card,3,6.0,18.79,1,54.27,0
35.0,Female,3,North,Debit Card,1,10.0,17.62,251,54.44,0
51.0,Male,46,North,Credit Card,0,10.0,14.34,77,65.53,0
44.0,Female,24,North,Debit Card,3,1.0,5.91,43,27.72,1
61.0,Male,22,South,PayPal,1,10.0,17.91,343,58.22,1
68.0,Female,11,South,Credit Card,0,8.0,13.02,220,48.34,0
41.0,Male,48,East,Debit Card,0,1.0,16.83,73,43.58,1
24.0,Male,39,North,Credit Card,3,10.0,8.24,363,56.01,1
69.0,Female,43,West,Credit Card,2,10.0,16.9,262,64.26,0
23.0,Female,35,North,PayPal,5,4.0,9.05,144,38.63,1
41.0,Male,49,East,Debit Card,2,6.0,18.15,129,56.96,0
50.0,Female,46,North,Debit Card,2,6.0,6.48,278,49.98,0
66.0,Male,38,South,Credit Card,2,5.0,7.67,302,45.1,1
46.0,Male,8,South,Credit Card,1,10.0,15.81,190,54.24,0
60.0,Female,54,North,Credit Card,2,9.0,7.62,151,60.0,0
39.0,Male,37,West,Debit Card,1,10.0,7.37,307,57.97,1
43.0,Female,27,North,Credit Card,0,8.0,13.33,95,55.75,0
45.0,Female,28,North,PayPal,4,6.0,17.52,38,46.94,0
67.0,Male,40,West,PayPal,1,4.0,9.03,156,45.23,0
38.0,Female,34,West,Credit Card,3,4.0,17.62,300,43.99,0
66.0,Male,32,West,PayPal,1,9.0,17.12,347,59.73,1
24.0,Male,15,South,PayPal,2,4.0,13.69,42,38.33,0
34.0,Female,44,North,PayPal,2,7.0,14.7,316,55.17,1
37.0,Female,17,East,PayPal,1,6.0,5.61,126,40.87,0
58.0,Male,33,West,PayPal,2,2.0,10.51,313,37.63,1
66.0,Male,47,West,Debit Card,0,5.0,8.95,77,49.07,0
37.0,Female,46,North,Credit Card,2,3.0,7.25,96,43.21,1
39.0,Female,52,East,PayPal,1,9.0,10.84,263,62.28,0
45.0,Female,54,North,Credit Card,1,10.0,10.32,307,64.69,1
57.0,Female,16,North,PayPal,0,1.0,15.93,225,33.72,1
30.0,Female,29,East,PayPal,5,1.0,13.02,263,33.24,1
47.0,Male,13,West,Debit Card,1,2.0,5.02,76,30.35,1
68.0,Male,58,West,Credit Card,1,1.0,12.59,315,45.46,1
49.0,Male,5,South,PayPal,3,3.0,10.44,252,30.81,1
47.0,Male,10,East,Credit Card,3,4.0,10.62,333,33.88,1
46.0,Female,6,West,Debit Card,2,10.0,11.47,232,52.2,0
66.0,Female,56,West,Debit Card,3,2.0,5.24,295,40.72,1
62.0,Male,51,South,PayPal,2,1.0,6.25,319,38.55,1
46.0,Male,57,North,Credit Card,2,5.0,12.58,130,53.88,0
47.0,Female,13,North,Debit Card,1,6.0,7.25,285,40.24,0
33.0,Male,1,East,Debit Card,2,2.0,16.68,317,32.56,1
36.0,Male,57,North,Credit Card,1,10.0,6.47,228,62.88,0
35.0,Female,47,East,Credit Card,2,3.0,8.53,294,43.3,1
18.0,Male,46,West,Credit Card,2,2.0,10.36,7,40.3,1
31.0,Female,8,North,Credit Card,2,4.0,5.53,30,34.33,0
68.0,Female,10,West,PayPal,2,5.0,7.13,215,36.43,0
67.0,Female,49,West,Debit Card,2,6.0,9.66,215,52.33,0
19.0,Male,41,West,Credit Card,0,9.0,17.01,164,63.86,0
45.0,Female,3,East,Credit Card,3,3.0,17.65,170,33.2,1
66.0,Female,11,West,Credit Card,3,10.0,7.9,221,47.29,0
67.0,Female,12,North,Debit Card,1,9.0,6.86,260,48.23,0
55.0,Female,25,North,Credit Card,6,8.0,17.07,261,47.86,1
68.0,Male,49,North,PayPal,4,10.0,19.46,302,63.57,1
18.0,Male,25,North,Debit Card,1,7.0,11.21,130,50.31,0
25.0,Male,11,West,Credit Card,0,9.0,16.01,105,54.27,0
56.0,Female,36,West,Credit Card,2,2.0,5.93,108,36.98,1
20.0,Male,39,North,Credit Card,1,5.0,15.21,315,51.38,1
49.0,Female,53,South,PayPal,2,3.0,9.33,289,47.06,1
27.0,Male,26,East,PayPal,5,7.0,6.12,255,41.41,1
27.0,Male,14,West,PayPal,5,3.0,12.34,278,31.81,1
36.0,Male,39,North,Debit Card,2,5.0,7.37,47,46.05,0
63.0,Male,56,North,Credit Card,3,5.0,16.06,134,53.2,0
50.0,Male,1,East,PayPal,2,1.0,17.63,117,29.19,1
40.0,Male,56,South,Debit Card,0,6.0,10.66,239,56.28,0
45.0,Female,54,South,PayPal,2,1.0,5.2,307,38.14,1
49.0,Male,4,North,PayPal,1,9.0,8.9,41,48.2,0
67.0,Male,30,West,Credit Card,4,10.0,12.02,250,54.21,0
24.0,Male,12,North,Credit Card,0,5.0,15.41,323,42.64,1
25.0,Female,35,West,Debit Card,6,8.0,13.04,92,49.79,1
20.0,Male,52,East,PayPal,2,4.0,7.47,130,46.42,0
40.0,Female,38,East,Debit Card,1,4.0,11.59,100,45.35,0
54.0,Male,4,West,Credit Card,2,4.0,6.67,123,31.25,0
20.0,Female,52,South,Debit Card,2,5.0,12.33,288,53.89,0
68.0,Female,16,North,PayPal,3,7.0,15.54,23,47.36,0
50.0,Female,7,North,PayPal,2,1.0,6.31,144,26.08,1
45.0,Male,22,East,PayPal,1,3.0,16.89,258,40.51,1
64.0,Female,29,North,Credit Card,2,1.0,8.33,7,34.16,1
25.0,Male,11,North,Credit Card,2,3.0,12.55,277,35.49,1
52.0,Female,33,South,PayPal,2,5.0,13.57,95,45.07,0
49.0,Male,58,East,Credit Card,3,10.0,11.36,25,64.46,0
41.0,Female,29,South,Credit Card,1,5.0,5.1,291,44.28,0
31.0,Male,59,East,Credit Card,3,10.0,7.0,227,62.82,0
49.0,Male,39,South,Debit Card,3,9.0,13.68,173,57.06,0
63.0,Female,12,North,PayPal,4,8.0,12.41,135,44.78,0
60.0,Female,7,South,Debit Card,3,3.0,10.46,288,31.07,1
33.0,Female,59,South,PayPal,2,1.0,18.85,309,46.43,1
69.0,Male,39,East,Credit Card,5,3.0,13.06,281,41.17,1
54.0,Male,42,South,Credit Card,0,5.0,13.53,351,53.19,1
31.0,Female,26,East,Credit Card,3,1.0,12.16,358,34.06,1
65.0,Female,9,West,PayPal,2,9.0,18.63,231,52.75,0
35.0,Male,41,East,Credit Card,5,3.0,11.76,342,40.11,1
24.0,Male,13,East,Debit Card,3,9.0,6.01,258,46.64,0
50.0,Female,55,South,PayPal,2,5.0,16.72,173,53.75,0
40.0,Male,55,East,PayPal,2,3.0,12.69,32,46.9,1
38.0,Female,36,North,Debit Card,1,9.0,14.86,200,59.84,0
36.0,Male,25,South,Debit Card,2,7.0,16.58,80,50.1,0
65.0,Male,24,West,Credit Card,2,7.0,18.11,353,52.18,1
53.0,Female,17,South,PayPal,3,5.0,17.17,264,42.83,0
46.0,Male,2,South,Debit Card,0,2.0,8.88,85,30.37,1
35.0,Male,13,East,PayPal,4,9.0,14.91,217,48.57,0
19.0,Male,31,West,Credit Card,1,3.0,6.54,121,38.63,1
18.0,Male,29,North,PayPal,5,2.0,5.3,20,29.67,1
64.0,Male,50,East,PayPal,1,10.0,6.44,149,62.0,0
22.0,Male,28,South,PayPal,5,10.0,9.79,7,51.33,1
37.0,Female,27,West,Credit Card,1,5.0,5.47,86,41.91,0
28.0,Female,15,South,PayPal,1,8.0,14.46,147,51.28,0
20.0,Male,15,East,PayPal,1,9.0,5.69,325,49.16,1
40.0,Male,33,North,PayPal,2,2.0,8.25,301,34.55,1
29.0,Female,20,North,Credit Card,3,8.0,11.12,318,49.82,1
37.0,Female,42,West,PayPal,1,10.0,10.74,193,62.82,0
22.0,Male,12,South,Credit Card,4,7.0,6.96,282,38.24,0
47.0,Female,23,West,Debit Card,1,6.0,15.82,315,47.49,1
26.0,Female,8,South,Debit Card,2,2.0,8.3,149,30.11,1
51.0,Male,32,North,PayPal,2,3.0,18.17,46,44.18,1
61.0,Male,48,South,PayPal,2,5.0,10.82,12,50.03,0
52.0,Male,14,North,Debit Card,3,8.0,18.51,230,49.28,0
69.0,Female,27,West,Debit Card,3,2.0,10.13,113,36.17,1
39.0,Female,25,South,Credit Card,3,6.0,5.13,160,42.22,0
34.0,Female,21,South,Debit Card,3,4.0,6.8,55,35.08,0
27.0,Male,45,West,PayPal,6,1.0,8.52,266,34.34,1
63.0,Female,37,South,Credit Card,1,9.0,5.55,80,55.51,0
40.0,Male,48,South,Credit Card,2,3.0,12.34,6,45.51,1
49.0,Female,58,South,Credit Card,7,6.0,12.96,127,48.6,1
34.0,Male,43,West,Credit Card,2,7.0,15.33,68,56.62,0
67.0,Female,54,West,Credit Card,1,4.0,5.56,190,45.96,0
68.0,Female,5,North,Credit Card,5,6.0,13.78,244,36.42,1
34.0,Male,13,East,Debit Card,3,9.0,5.05,9,44.87,0
31.0,Female,28,South,Credit Card,5,10.0,8.98,157,49.94,1
26.0,Male,43,South,Credit Card,2,6.0,12.5,71,50.65,0
57.0,Male,25,North,Credit Card,0,7.0,18.67,134,54.58,0
62.0,Male,35,West,Debit Card,1,7.0,7.54,320,50.31,1
56.0,Male,39,South,PayPal,3,6.0,10.62,323,48.46,1
26.0,Male,7,South,PayPal,2,9.0,14.35,44,49.05,0
60.0,Male,32,South,Credit Card,3,6.0,19.8,228,50.7,0
63.0,Female,3,West,PayPal,1,4.0,10.31,57,33.61,0
21.0,Male,45,East,PayPal,7,7.0,12.56,244,49.78,1
43.0,Female,39,East,Debit Card,2,7.0,18.57,57,55.69,0
46.0,Female,37,South,Debit Card,6,9.0,6.38,143,52.11,1
40.0,Female,22,West,Credit Card,1,8.0,9.42,275,50.69,0
54.0,Male,8,East,Credit Card,6,8.0,19.91,134,43.07,1
23.0,Male,52,North,PayPal,2,6.0,10.83,193,52.79,0
35.0,Female,27,North,Debit Card,1,8.0,17.44,327,55.71,1
38.0,Female,33,South,Credit Card,1,6.0,12.34,25,49.14,0
59.0,Male,46,West,Debit Card,1,10.0,18.09,102,66.02,0
53.0,Male,17,South,PayPal,1,2.0,9.0,151,33.22,1
58.0,Female,42,East,Credit Card,2,3.0,8.35,217,41.95,1
55.0,Female,12,South,PayPal,2,6.0,8.71,230,40.53,0
51.0,Female,48,South,PayPal,2,7.0,13.08,267,56.04,0
34.0,Female,46,East,Credit Card,0,4.0,9.37,162,46.86,0
54.0,Male,27,East,PayPal,1,1.0,7.21,287,35.34,1
42.0,Female,48,East,Debit Card,4,4.0,19.92,166,49.79,0
55.0,Female,8,East,PayPal,5,6.0,18.51,247,41.09,1
29.0,Female,23,North,PayPal,2,8.0,14.53,174,51.43,0
40.0,Female,42,West,PayPal,4,4.0,18.37,9,46.11,0
59.0,Male,49,West,Debit Card,0,10.0,19.03,276,69.37,0
39.0,Male,59,East,PayPal,3,1.0,15.14,59,44.46,1
38.0,Female,29,West,PayPal,6,5.0,12.78,85,41.69,1
48.0,Male,20,West,Credit Card,6,6.0,13.52,321,42.04,1
23.0,Male,16,West,Credit Card,2,3.0,6.9,60,31.58,1
57.0,Female,16,South,PayPal,3,4.0,11.69,41,37.38,0
29.0,Male,56,South,Debit Card,1,7.0,14.89,173,60.5,0
62.0,Male,56,North,PayPal,1,2.0,18.13,260,47.52,1
27.0,Male,38,East,PayPal,2,4.0,9.65,173,41.95,0
62.0,Male,38,East,Credit Card,6,6.0,15.78,186,45.52,1
43.0,Male,29,East,Credit Card,3,4.0,11.12,339,40.56,1
38.0,Male,41,South,PayPal,2,10.0,17.09,94,61.82,0
45.0,Male,36,North,Debit Card,7,1.0,14.18,63,30.93,1
63.0,Male,26,East,PayPal,3,1.0,17.38,221,36.54,1
19.0,Female,31,North,Debit Card,1,5.0,8.82,8,44.9,0
60.0,Female,44,North,PayPal,2,1.0,16.25,213,41.86,1
18.0,Male,12,East,Debit Card,2,3.0,8.03,209,31.48,1
53.0,Female,17,East,PayPal,1,3.0,11.5,85,37.01,1
68.0,Female,15,West,Debit Card,1,3.0,13.35,207,36.68,1
43.0,Female,9,West,Debit Card,1,9.0,7.03,347,47.46,1
46.0,Female,39,East,Debit Card,1,5.0,10.42,153,46.32,0
38.0,Female,42,South,Debit Card,2,8.0,15.0,161,58.14,0
28.0,Male,48,West,Debit Card,2,10.0,13.38,116,63.29,0
57.0,Male,12,West,Debit Card,2,9.0,13.23,362,50.06,1
28.0,Male,32,East,Debit Card,0,6.0,12.66,251,51.78,0
53.0,Male,25,East,Debit Card,2,7.0,19.16,183,52.61,0
66.0,Male,39,East,PayPal,5,7.0,19.02,164,52.39,1
56.0,Female,18,North,Debit Card,2,7.0,10.4,328,44.58,1
51.0,Female,6,East,PayPal,2,2.0,6.43,325,28.24,1
64.0,Female,58,South,Credit Card,2,7.0,9.55,87,55.68,0
41.0,Male,44,West,Credit Card,4,10.0,8.46,8,58.55,0
39.0,Female,43,North,Debit Card,4,7.0,8.35,36,50.79,0
22.0,Female,52,South,Debit Card,3,10.0,14.58,251,62.38,0
64.0,Male,38,East,Debit Card,1,3.0,18.31,286,47.56,1
37.0,Female,56,South,Credit Card,2,5.0,18.11,271,56.32,0
36.0,Male,54,North,Debit Card,3,6.0,17.94,221,55.61,0
52.0,Male,57,North,PayPal,2,8.0,10.86,196,59.91,0
69.0,Female,5,North,PayPal,2,8.0,5.85,226,43.69,0
60.0,Female,18,North,Credit Card,2,10.0,6.6,87,50.19,0
34.0,Female,16,South,PayPal,4,3.0,9.14,58,32.39,1
62.0,Male,8,North,PayPal,4,4.0,8.3,170,32.9,0
60.0,Female,25,West,PayPal,4,6.0,18.11,97,45.76,0
51.0,Female,32,West,PayPal,4,4.0,19.8,146,43.28,0
43.0,Female,52,North,Debit Card,1,4.0,15.95,18,52.77,0
26.0,Male,31,West,PayPal,1,10.0,16.55,143,61.24,0
34.0,Female,56,North,Credit Card,2,2.0,7.32,163,42.28,1
60.0,Male,53,West,Debit Card,1,4.0,10.0,235,50.15,0
57.0,Male,28,West,Credit Card,1,5.0,18.65,60,50.64,0
59.0,Female,6,East,Debit Card,3,3.0,14.17,228,33.18,1
56.0,Female,20,North,Debit Card,2,10.0,5.09,56,51.6,0
52.0,Male,5,West,Debit Card,1,8.0,12.48,234,45.77,0
20.0,Male,23,West,Credit Card,0,4.0,11.47,84,44.92,0
54.0,Male,58,East,Credit Card,1,6.0,10.74,41,55.52,0
68.0,Female,16,South,Debit Card,1,2.0,14.9,25,35.28,1
55.0,Male,46,South,Credit Card,0,7.0,19.93,215,61.43,0
51.0,Female,22,West,PayPal,0,2.0,7.97,184,36.52,1
29.0,Female,8,South,PayPal,4,10.0,17.16,217,48.53,0
36.0,Male,59,West,Credit Card,1,1.0,7.43,151,43.64,1
61.0,Female,51,East,Credit Card,0,10.0,6.5,301,63.14,1
66.0,Male,14,East,Debit Card,4,2.0,14.35,119,33.29,1
27.0,Female,37,East,PayPal,2,6.0,14.43,207,51.36,0
64.0,Female,34,West,Credit Card,1,1.0,14.29,322,39.41,1
29.0,Female,11,South,Debit Card,1,2.0,9.41,190,33.42,1
33.0,Female,54,West,Credit Card,1,10.0,17.55,158,66.3,0
41.0,Female,40,North,PayPal,5,4.0,13.28,76,43.72,1
36.0,Female,33,North,PayPal,0,2.0,12.35,52,42.62,1
38.0,Male,54,North,PayPal,1,3.0,12.92,292,47.81,1
54.0,Female,50,West,Credit Card,2,8.0,10.31,178,59.27,0
33.0,Male,7,East,Debit Card,2,2.0,17.03,106,33.61,1
23.0,Female,58,South,Credit Card,0,3.0,8.55,76,51.22,1
42.0,Male,54,West,PayPal,3,10.0,14.46,311,63.22,1
35.0,Male,23,East,Debit Card,3,7.0,15.07,187,48.34,0
42.0,Female,46,East,PayPal,1,9.0,15.92,20,61.57,0
29.0,Female,56,East,Credit Card,1,1.0,17.99,275,49.77,1
32.0,Female,7,West,PayPal,2,3.0,10.89,136,33.27,1
43.0,Female,54,North,Credit Card,0,6.0,15.6,27,59.78,0
58.0,Male,25,East,Credit Card,2,4.0,15.98,136,43.87,0
62.0,Female,3,West,Credit Card,2,10.0,9.5,18,47.56,0
49.0,Male,20,West,Debit Card,3,9.0,9.35,138,51.52,0
33.0,Female,49,East,Credit Card,1,7.0,15.77,340,58.16,1
24.0,Female,44,West,PayPal,1,1.0,11.47,257,39.87,1
34.0,Female,44,East,PayPal,1,9.0,17.96,219,62.81,0
40.0,Female,30,West,Credit Card,0,8.0,15.35,132,55.22,0
38.0,Female,59,South,Credit Card,3,5.0,8.31,256,48.93,0
39.0,Female,10,North,Credit Card,2,4.0,11.12,96,37.26,0
24.0,Female,35,South,Credit Card,2,1.0,11.51,274,36.35,1
31.0,Male,20,South,Credit Card,1,9.0,16.0,334,56.14,1
32.0,Male,18,North,PayPal,6,8.0,14.28,301,44.76,1
24.0,Female,45,East,PayPal,1,2.0,6.29,15,40.35,1
26.0,Female,44,North,PayPal,3,4.0,9.62,179,46.02,0
68.0,Female,27,West,Debit Card,1,4.0,12.1,260,44.5,0
65.0,Female,59,North,PayPal,2,7.0,16.05,88,61.77,0
25.0,Female,59,South,PayPal,1,3.0,16.15,94,52.28,1
67.0,Male,49,North,Debit Card,0,8.0,12.36,333,61.4,1
46.0,Male,23,South,Credit Card,1,10.0,9.39,185,55.23,0
35.0,Female,32,West,Credit Card,2,4.0,8.82,75,41.21,0
69.0,Male,38,West,PayPal,1,3.0,11.97,47,45.17,1
52.0,Female,59,West,PayPal,3,6.0,19.47,234,57.52,0
35.0,Male,41,North,Debit Card,6,8.0,19.99,118,54.55,1
59.0,Female,47,North,PayPal,4,5.0,19.29,260,50.57,0
56.0,Male,34,West,Credit Card,2,6.0,15.77,230,50.11,0
34.0,Male,36,North,Debit Card,2,1.0,16.2,290,38.41,1
31.0,Male,37,West,Debit Card,0,8.0,16.39,241,58.66,0
48.0,Male,17,East,Credit Card,2,1.0,17.94,332,33.86,1
52.0,Female,40,West,PayPal,1,2.0,11.69,317,42.41,1
61.0,Female,54,South,Credit Card,2,6.0,11.25,101,54.18,0
51.0,Male,21,West,Debit Card,3,8.0,14.9,349,50.16,1
54.0,Male,19,East,PayPal,1,7.0,18.06,113,51.08,0
60.0,Female,3,South,PayPal,1,8.0,11.84,221,44.97,0
40.0,Male,51,West,PayPal,1,2.0,8.48,296,44.61,1
61.0,Male,19,North,Debit Card,3,3.0,8.33,197,33.54,1
56.0,Male,47,East,Debit Card,5,3.0,15.73,69,42.76,1
66.0,Female,16,West,Debit Card,1,1.0,10.99,24,31.03,1
21.0,Male,8,West,PayPal,2,7.0,9.39,186,41.53,0
46.0,Male,48,South,Credit Card,1,6.0,7.53,170,50.52,0
39.0,Female,18,South,Credit Card,2,10.0,13.7,291,54.61,0
42.0,Female,52,South,Debit Card,1,2.0,10.6,32,44.94,1
30.0,Male,48,North,Debit Card,1,10.0,11.93,301,63.08,1
50.0,Male,39,South,Credit Card,1,9.0,16.52,364,60.31,1
33.0,Female,49,North,Debit Card,3,2.0,9.72,342,39.57,1
62.0,Male,49,West,PayPal,3,4.0,10.14,177,45.21,0
61.0,Male,45,East,Debit Card,7,9.0,11.52,144,52.02,1
19.0,Male,10,West,PayPal,2,1.0,11.95,11,28.94,1
52.0,Male,7,East,PayPal,4,2.0,12.95,147,28.07,1
59.0,Female,46,South,Debit Card,2,2.0,19.51,348,45.23,1
51.0,Male,55,North,PayPal,2,2.0,18.57,310,48.76,1
47.0,Male,1,North,Credit Card,2,8.0,14.14,195,44.33,0
30.0,Male,36,South,PayPal,1,10.0,14.18,160,62.99,0
35.0,Male,21,South,Credit Card,6,8.0,6.35,100,41.35,1
49.0,Female,52,North,PayPal,1,8.0,10.85,83,59.48,0
63.0,Male,25,South,Debit Card,4,1.0,11.26,132,30.9,1
69.0,Female,7,South,Credit Card,2,3.0,11.91,248,34.41,1
46.0,Female,42,West,PayPal,1,10.0,13.85,131,64.12,0
46.0,Female,29,West,Debit Card,0,1.0,18.91,216,41.91,1
61.0,Female,30,North,Debit Card,0,4.0,11.49,326,42.86,1
33.0,Male,7,West,Debit Card,5,9.0,7.5,34,42.6,1
61.0,Male,33,East,PayPal,0,7.0,16.44,332,55.93,1
64.0,Female,7,North,Credit Card,0,1.0,8.29,298,29.07,1
27.0,Female,58,South,Credit Card,4,6.0,7.15,279,49.56,0
47.0,Female,24,East,Credit Card,1,6.0,13.44,296,46.7,0
56.0,Female,9,North,PayPal,3,6.0,13.54,115,41.98,0
37.0,Female,12,North,Credit Card,3,10.0,14.85,57,54.34,0
18.0,Male,4,North,Credit Card,5,8.0,12.14,207,39.96,1
47.0,Male,36,South,Debit Card,3,7.0,10.36,140,50.7,0
66.0,Male,28,North,Credit Card,0,6.0,19.6,107,55.81,0
20.0,Male,57,South,Debit Card,5,10.0,5.74,291,60.08,1
62.0,Female,13,South,Debit Card,2,6.0,9.47,78,40.49,0
67.0,Female,42,South,Debit Card,2,10.0,17.37,35,63.09,0
21.0,Female,37,West,PayPal,0,10.0,6.14,265,61.1,0
35.0,Female,39,North,Credit Card,2,2.0,13.42,218,40.14,1
42.0,Male,16,East,PayPal,2,10.0,17.1,69,56.68,0
65.0,Male,33,North,Debit Card,3,7.0,5.83,224,46.69,0
18.0,Male,12,South,Credit Card,2,10.0,7.96,361,50.22,1
63.0,Male,34,North,Debit Card,2,9.0,12.34,294,56.51,0
32.0,Female,7,East,Credit Card,1,6.0,7.36,326,40.69,1
26.0,Male,11,East,PayPal,2,1.0,15.39,203,28.77,1
32.0,Male,31,West,Debit Card,2,7.0,17.31,81,53.34,0
