Customer_ID,Age,Gender,Subscription_Length,Region,Payment_Method,Support_Tickets_Raised,Satisfaction_Score,Discount_Offered,Last_Activity,Monthly_Spend,Churned
CUST000789,,Female,3,West,Debit Card,2,6.0,18.56,104,42.08,0
CUST000790,46.0,Female,53,North,Debit Card,4,1.0,19.06,346,41.32,1
CUST000791,30.0,Female,20,South,PayPal,1,4.0,13.89,97,42.48,0
CUST000792,63.0,Male,31,South,Credit Card,1,6.0,7.8,125,48.39,0
CUST000793,52.0,Female,5,West,Debit Card,2,10.0,17.28,183,53.59,0
CUST000794,23.0,Female,24,South,Credit Card,2,1.0,13.23,327,34.9,1
CUST000795,35.0,Female,40,North,Credit Card,3,10.0,17.26,54,61.51,0
CUST000796,,Male,54,North,Credit Card,2,5.0,17.22,302,55.46,1
CUST000797,22.0,Female,33,South,Credit Card,1,3.0,6.3,164,39.34,1
CUST000798,64.0,Female,8,West,Debit Card,3,7.0,14.11,149,43.54,0
CUST000799,42.0,Female,24,North,Debit Card,5,,12.25,290,48.28,1
CUST000800,19.0,Male,50,North,Debit Card,2,,19.19,87,50.87,1
CUST000801,27.0,Female,20,East,PayPal,3,10.0,9.45,162,51.74,0
CUST000802,47.0,Female,16,West,Debit Card,1,3.0,8.09,168,33.74,1
CUST000803,67.0,Female,50,East,PayPal,4,3.0,18.46,135,46.74,1
CUST000804,62.0,Male,52,South,PayPal,3,6.0,7.23,90,50.4,0
CUST000805,22.0,Female,12,South,PayPal,2,,15.3,308,44.13,1
CUST000806,50.0,Female,13,East,Debit Card,3,3.0,9.5,305,33.38,1
CUST000807,18.0,Female,45,West,Debit Card,2,6.0,13.52,81,50.95,0
CUST000808,,Male,42,North,Debit Card,1,9.0,14.24,351,60.35,1
CUST000809,49.0,Male,39,South,PayPal,1,8.0,11.26,231,55.17,0
CUST000810,64.0,Female,25,West,PayPal,3,7.0,19.62,89,52.46,0
CUST000811,66.0,Male,46,West,Credit Card,4,7.0,6.98,293,49.78,0
CUST000812,28.0,Male,32,South,PayPal,5,8.0,10.87,2,48.52,1
CUST000813,38.0,Male,24,South,PayPal,3,7.0,11.46,352,47.37,1
CUST000814,,Female,48,West,Debit Card,2,3.0,14.47,222,46.14,1
CUST000815,,Female,47,North,Credit Card,0,8.0,11.11,17,59.64,0
CUST000816,39.0,Male,44,East,Credit Card,3,8.0,6.46,196,54.64,0
CUST000817,44.0,Male,9,South,Credit Card,3,1.0,19.21,120,32.99,1
CUST000818,66.0,Male,40,East,Debit Card,3,,11.24,242,58.61,0
CUST000819,30.0,Female,50,West,Credit Card,1,5.0,10.14,174,51.19,0
CUST000820,50.0,Female,23,East,Credit Card,2,5.0,11.7,32,42.23,0
CUST000821,51.0,Male,50,North,Debit Card,3,1.0,8.25,275,36.1,1
CUST000822,58.0,Male,13,West,Credit Card,1,6.0,6.5,195,41.99,0
CUST000823,,Male,59,North,PayPal,4,6.0,7.23,4,53.94,0
CUST000824,18.0,Male,32,West,PayPal,2,4.0,7.5,281,40.51,0
CUST000825,38.0,Female,50,North,PayPal,2,6.0,7.97,21,50.77,0
CUST000826,65.0,Male,15,West,PayPal,2,6.0,11.3,238,42.48,0
CUST000827,23.0,Female,36,North,PayPal,1,1.0,14.36,93,39.37,1
CUST000828,45.0,Male,49,West,PayPal,2,5.0,14.43,89,50.88,0
CUST000829,34.0,Male,5,North,PayPal,1,2.0,5.0,113,27.34,1
CUST000830,22.0,Male,22,West,PayPal,5,7.0,18.81,221,48.52,1
CUST000831,,Male,16,North,PayPal,3,9.0,17.34,98,52.5,0
CUST000832,,Male,41,South,Debit Card,1,9.0,19.46,142,64.6,0
CUST000833,55.0,Female,10,East,Debit Card,2,9.0,10.4,150,48.66,0
CUST000834,20.0,Male,24,West,PayPal,3,,14.97,48,47.5,0
CUST000835,,Male,18,North,Debit Card,3,7.0,7.52,51,42.48,0
CUST000836,54.0,Male,49,South,Debit Card,5,1.0,17.26,208,40.08,1
CUST000837,54.0,Female,18,West,PayPal,1,6.0,7.42,11,41.79,0
CUST000838,27.0,Female,7,West,PayPal,0,5.0,9.89,270,38.29,0
CUST000839,27.0,Female,4,West,Debit Card,0,,12.36,263,46.19,0
CUST000840,,Female,26,East,PayPal,4,8.0,13.92,197,50.48,0
CUST000841,34.0,Male,5,North,PayPal,0,4.0,13.39,186,37.83,0
CUST000842,38.0,Male,55,North,PayPal,1,1.0,6.53,296,42.25,1
CUST000843,31.0,Male,16,West,PayPal,1,6.0,11.33,221,43.37,0
CUST000844,26.0,Female,35,West,Debit Card,2,10.0,18.84,81,60.06,0
CUST000845,63.0,Male,26,West,Credit Card,1,1.0,18.09,222,38.01,1
CUST000846,,Male,18,South,Debit Card,3,5.0,13.86,170,42.88,0
CUST000847,,Female,29,West,Credit Card,4,5.0,13.58,86,43.22,0
CUST000848,62.0,Female,23,East,Credit Card,2,,6.68,44,33.97,1
CUST000849,30.0,Female,53,North,Credit Card,3,5.0,8.0,261,47.18,0
CUST000850,21.0,Male,14,East,Debit Card,2,,8.79,104,42.39,0
CUST000851,18.0,Male,15,West,Debit Card,2,5.0,12.32,284,39.95,0
CUST000852,66.0,Female,49,South,Debit Card,2,1.0,15.97,228,44.33,1
CUST000853,57.0,Male,33,West,Debit Card,2,7.0,11.91,188,51.61,0
CUST000854,49.0,Female,25,West,Debit Card,4,,6.89,121,32.88,1
CUST000855,51.0,Female,21,West,Credit Card,1,7.0,11.59,149,49.56,0
CUST000856,45.0,Male,17,West,Debit Card,1,5.0,7.44,352,39.2,1
CUST000857,48.0,Female,23,West,Credit Card,1,,16.27,305,39.89,1
CUST000858,25.0,Female,57,North,Debit Card,5,6.0,7.5,57,48.98,1
CUST000859,56.0,Female,43,East,Debit Card,4,1.0,12.24,341,37.49,1
CUST000860,43.0,Male,17,South,PayPal,1,6.0,15.4,189,47.74,0
CUST000861,,Female,58,West,Credit Card,2,4.0,8.42,357,48.81,1
CUST000862,20.0,Female,14,South,Debit Card,4,4.0,6.14,38,30.6,0
CUST000863,67.0,Female,29,North,Debit Card,0,5.0,13.45,201,46.37,0
CUST000864,29.0,Female,20,East,Debit Card,3,9.0,5.81,229,46.74,0
CUST000865,18.0,Female,30,West,PayPal,3,1.0,13.82,131,33.52,1
CUST000866,61.0,Female,19,North,Credit Card,3,3.0,16.3,171,38.02,1
CUST000867,22.0,Female,53,North,Debit Card,4,,9.94,330,48.01,1
CUST000868,47.0,Male,39,East,Debit Card,2,2.0,12.33,35,41.26,1
CUST000869,47.0,Male,56,West,Debit Card,2,9.0,18.93,201,65.24,0
CUST000870,34.0,Female,13,East,PayPal,1,7.0,12.07,168,45.54,0
CUST000871,,Male,18,East,Debit Card,3,1.0,19.95,246,33.78,1
CUST000872,64.0,Male,23,South,Credit Card,3,,7.36,224,49.87,0
CUST000873,40.0,Female,46,South,Credit Card,2,6.0,15.63,341,55.79,1
CUST000874,32.0,Male,33,East,Credit Card,2,2.0,14.79,58,39.43,1
CUST000875,54.0,Female,39,South,Credit Card,2,1.0,18.08,290,42.38,1
CUST000876,38.0,Female,40,North,Debit Card,5,6.0,6.39,25,46.3,1
CUST000877,31.0,Female,18,East,PayPal,3,7.0,9.2,32,43.55,0
CUST000878,19.0,Female,9,West,PayPal,2,10.0,6.98,110,48.41,0
CUST000879,28.0,Female,33,West,PayPal,3,6.0,19.0,101,50.44,0
CUST000880,68.0,Male,32,North,Debit Card,4,7.0,11.4,150,48.06,0
CUST000881,56.0,Female,54,West,PayPal,3,6.0,18.65,345,56.57,1
CUST000882,55.0,Male,17,West,Credit Card,1,8.0,9.42,193,49.49,0
CUST000883,,Female,19,East,Debit Card,0,2.0,6.9,109,32.6,1
CUST000884,55.0,Female,27,North,PayPal,7,9.0,9.45,356,46.39,1
CUST000885,67.0,Female,6,East,Credit Card,2,9.0,13.96,277,49.21,0
CUST000886,51.0,Male,35,North,Credit Card,4,9.0,17.68,233,57.91,0
CUST000887,35.0,Female,56,East,Debit Card,0,7.0,10.78,21,61.89,0
CUST000888,47.0,Female,37,East,Debit Card,1,9.0,18.72,252,60.47,0
CUST000889,32.0,Female,34,South,PayPal,2,1.0,8.66,14,33.98,1
CUST000890,44.0,Female,20,West,PayPal,1,3.0,15.4,215,37.73,1
CUST000891,68.0,Male,25,North,PayPal,0,2.0,16.04,24,39.41,1
CUST000892,51.0,Female,4,West,Debit Card,1,1.0,9.11,20,25.29,1
CUST000893,69.0,Male,10,South,PayPal,1,5.0,5.4,202,36.48,0
CUST000894,55.0,Female,10,North,PayPal,0,1.0,10.48,321,30.51,1
CUST000895,50.0,Male,24,South,Credit Card,2,3.0,5.68,52,35.61,1
CUST000896,41.0,Male,21,West,Credit Card,3,6.0,18.51,357,46.66,1
CUST000897,32.0,Female,11,East,Credit Card,2,6.0,19.3,186,46.02,0
CUST000898,47.0,Female,27,South,PayPal,8,3.0,16.03,207,34.13,1
CUST000899,59.0,Male,16,South,Debit Card,1,4.0,15.9,360,40.52,1
CUST000900,68.0,Female,26,East,Credit Card,1,7.0,8.61,95,46.72,0
CUST000901,34.0,Female,30,West,Debit Card,5,6.0,6.11,348,41.64,1
CUST000902,22.0,Female,49,South,PayPal,2,2.0,17.03,266,47.46,1
CUST000903,46.0,Male,16,West,PayPal,1,9.0,13.39,326,55.33,1
CUST000904,21.0,Female,7,East,Credit Card,2,6.0,15.22,15,43.25,0
CUST000905,27.0,Female,16,North,Debit Card,2,2.0,16.69,175,37.2,1
CUST000906,34.0,Female,35,South,Credit Card,3,7.0,11.14,219,50.43,0
CUST000907,27.0,Male,58,West,PayPal,3,10.0,7.17,10,62.69,0
CUST000908,34.0,Female,16,East,Debit Card,1,10.0,16.93,19,57.18,0
CUST000909,37.0,Male,40,East,Credit Card,1,4.0,11.81,68,46.6,0
CUST000910,41.0,Female,12,South,PayPal,4,1.0,17.4,278,30.61,1
CUST000911,22.0,Male,35,North,Credit Card,3,10.0,11.57,319,57.16,1
CUST000912,51.0,Female,49,South,Debit Card,2,9.0,8.26,294,58.78,0
CUST000913,,Female,21,West,Debit Card,3,,7.57,15,50.31,0
CUST000914,19.0,Male,50,East,Debit Card,3,,16.16,326,59.95,1
CUST000915,30.0,Male,43,North,Debit Card,1,,13.62,114,50.05,0
CUST000916,60.0,Male,36,West,Debit Card,3,3.0,11.07,300,40.27,1
CUST000917,,Female,48,South,Credit Card,0,4.0,12.38,158,51.09,0
CUST000918,65.0,Female,17,East,Credit Card,1,3.0,13.24,104,38.61,1
CUST000919,28.0,Female,32,South,Credit Card,3,10.0,8.59,280,56.07,0
CUST000920,68.0,Female,41,North,Credit Card,0,8.0,10.67,86,57.42,0
CUST000921,,Male,6,North,PayPal,2,5.0,9.39,94,37.08,0
CUST000922,40.0,Female,24,North,PayPal,3,8.0,10.83,174,48.53,0
CUST000923,33.0,Female,27,North,Credit Card,4,1.0,12.51,242,30.08,1
CUST000924,48.0,Female,20,North,PayPal,1,9.0,7.6,262,51.63,0
CUST000925,28.0,Female,25,South,PayPal,3,10.0,10.9,294,54.65,0
CUST000926,,Female,2,North,Debit Card,0,3.0,10.78,282,34.5,1
CUST000927,25.0,Female,9,North,Credit Card,1,1.0,9.29,147,28.62,1
CUST000928,21.0,Female,28,East,PayPal,1,3.0,19.98,2,43.09,1
CUST000929,,Male,53,North,PayPal,3,2.0,6.1,68,40.26,1
CUST000930,21.0,Female,38,East,Credit Card,2,7.0,14.64,69,54.71,0
CUST000931,,Female,3,East,Debit Card,0,10.0,7.62,47,50.19,0
CUST000932,20.0,Female,20,East,Credit Card,2,4.0,17.59,355,42.25,1
CUST000933,49.0,Female,6,South,Debit Card,2,7.0,18.71,64,44.59,0
CUST000934,20.0,Male,39,South,PayPal,4,3.0,11.02,80,38.88,1
CUST000935,44.0,Male,33,West,Debit Card,3,6.0,17.35,254,50.45,0
CUST000936,46.0,Male,55,West,Debit Card,5,7.0,8.75,237,50.71,1
CUST000937,49.0,Male,1,East,Credit Card,2,7.0,7.1,329,38.63,1
CUST000938,67.0,Male,37,South,PayPal,4,5.0,9.74,139,43.71,0
CUST000939,,Male,6,North,Credit Card,3,6.0,10.13,264,39.41,0
CUST000940,36.0,Female,45,West,Credit Card,5,3.0,10.96,316,41.09,1
CUST000941,38.0,Male,34,South,PayPal,0,4.0,10.59,154,46.46,0
CUST000942,,Male,47,North,Credit Card,1,6.0,11.17,132,53.79,0
CUST000943,35.0,Female,15,North,Credit Card,2,3.0,15.65,226,36.58,1
CUST000944,45.0,Male,45,South,Debit Card,2,7.0,8.68,92,52.33,0
CUST000945,59.0,Female,26,West,Credit Card,1,3.0,5.28,118,35.81,1
CUST000946,,Female,57,South,PayPal,3,9.0,12.35,126,62.77,0
CUST000947,38.0,Male,14,West,Credit Card,6,4.0,11.72,227,32.17,1
CUST000948,23.0,Female,58,East,Debit Card,5,2.0,5.9,339,38.96,1
CUST000949,18.0,Male,54,South,Credit Card,0,,7.01,179,54.73,0
CUST000950,22.0,Male,7,South,Credit Card,2,9.0,12.65,85,50.17,0
CUST000951,58.0,Female,46,West,Credit Card,0,10.0,8.52,164,63.72,0
CUST000952,29.0,Female,58,West,Debit Card,3,10.0,18.16,230,67.11,0
CUST000953,43.0,Male,31,South,PayPal,1,2.0,7.6,206,37.05,1
CUST000954,63.0,Female,24,North,PayPal,4,4.0,5.3,104,36.7,0
CUST000955,51.0,Female,59,North,Debit Card,2,,11.71,114,54.27,0
CUST000956,66.0,Male,31,North,Debit Card,3,9.0,19.79,188,56.5,0
CUST000957,31.0,Male,29,East,Credit Card,0,7.0,14.51,271,52.54,0
CUST000958,43.0,Female,42,East,PayPal,2,,10.31,51,46.86,0
CUST000959,62.0,Male,32,West,Debit Card,2,6.0,5.25,306,46.27,1
CUST000960,44.0,Male,17,East,PayPal,1,9.0,12.27,222,53.79,0
CUST000961,26.0,Male,14,North,Credit Card,4,4.0,8.1,111,32.82,0
CUST000962,43.0,Male,40,South,Debit Card,1,2.0,14.72,55,42.51,1
CUST000963,64.0,Male,36,East,PayPal,1,5.0,13.75,12,49.02,0
CUST000964,39.0,Male,58,East,PayPal,1,7.0,8.98,190,58.26,0
CUST000965,64.0,Male,48,North,Credit Card,3,4.0,6.03,155,42.85,0
CUST000966,47.0,Female,24,East,Debit Card,2,1.0,16.33,335,35.22,1
CUST000967,,Male,45,West,PayPal,0,8.0,13.78,346,58.94,1
CUST000968,65.0,Female,54,South,Credit Card,6,5.0,17.63,265,51.59,1
CUST000969,34.0,Female,27,North,PayPal,2,10.0,8.9,360,53.39,1
CUST000970,43.0,Female,25,West,Credit Card,1,2.0,14.79,104,36.92,1
CUST000971,53.0,Male,59,North,PayPal,1,3.0,6.78,163,47.83,1
CUST000972,18.0,Male,32,West,PayPal,4,10.0,9.38,141,53.25,0
CUST000973,,Female,52,South,Credit Card,4,10.0,14.85,237,62.72,0
CUST000974,66.0,Male,18,South,Debit Card,2,5.0,17.38,44,44.25,0
CUST000975,,Female,46,West,Credit Card,5,4.0,9.81,239,43.38,1
CUST000976,69.0,Male,18,West,Debit Card,1,,16.98,97,54.97,0
CUST000977,32.0,Male,37,West,PayPal,0,9.0,15.17,98,62.96,0
CUST000978,64.0,Female,26,West,PayPal,4,8.0,10.23,324,48.11,1
CUST000979,39.0,Female,9,West,Credit Card,7,2.0,18.15,53,29.57,1
CUST000980,31.0,Female,35,West,Credit Card,3,5.0,12.64,109,46.0,0
CUST000981,43.0,Male,8,South,Debit Card,2,,14.72,257,49.49,0
CUST000982,45.0,Female,20,West,Debit Card,1,8.0,12.43,11,52.07,0
CUST000983,40.0,Male,54,East,Debit Card,2,7.0,11.79,178,57.24,0
CUST000984,31.0,Male,42,South,Credit Card,1,4.0,17.72,294,50.89,0
CUST000985,41.0,Male,22,North,PayPal,1,3.0,9.42,25,37.35,1
CUST000986,19.0,Female,19,South,Credit Card,3,8.0,5.55,126,44.6,0
CUST000987,62.0,Female,30,North,PayPal,3,8.0,18.2,266,53.2,0
CUST000988,43.0,Female,53,North,Credit Card,6,10.0,17.38,133,61.58,1
CUST000989,31.0,Male,28,East,Credit Card,3,5.0,10.5,278,44.61,0
CUST000990,68.0,Male,35,West,Debit Card,1,3.0,7.78,42,39.49,1
CUST000991,24.0,Female,43,West,PayPal,4,5.0,15.13,101,47.51,0
CUST000992,20.0,Male,11,South,Credit Card,3,4.0,6.18,284,32.7,0
CUST000993,64.0,Male,31,West,Credit Card,2,8.0,11.36,277,52.52,0
CUST000994,40.0,Female,49,East,PayPal,7,2.0,6.29,139,34.83,1
CUST000995,63.0,Female,48,South,Credit Card,1,8.0,13.97,221,59.72,0
CUST000996,60.0,Female,39,South,PayPal,0,10.0,5.41,69,59.85,0
CUST000997,64.0,Male,36,South,Debit Card,1,6.0,14.44,293,52.96,0
CUST000998,62.0,Male,30,West,Debit Card,2,4.0,15.1,177,45.42,0
CUST000999,35.0,Male,23,West,PayPal,5,3.0,12.31,197,34.29,1
CUST001000,55.0,Male,19,West,Debit Card,1,10.0,7.63,33,53.93,0
CUST001001,52.0,Male,12,South,PayPal,2,5.0,6.52,301,35.81,1
CUST001002,68.0,Female,15,South,Credit Card,1,6.0,9.7,228,42.43,0
CUST001003,32.0,Male,31,North,Credit Card,2,1.0,11.98,136,34.22,1
CUST001004,42.0,Male,43,North,PayPal,1,1.0,14.63,134,41.47,1
CUST001005,,Male,37,West,Credit Card,0,10.0,5.02,143,57.75,0
CUST001006,45.0,Female,37,South,Debit Card,1,3.0,15.67,245,43.71,1
CUST001007,27.0,Female,15,West,Credit Card,4,2.0,15.69,137,32.16,1
CUST001008,56.0,Female,29,West,Credit Card,0,1.0,11.67,61,35.31,1
CUST001009,34.0,Male,50,North,PayPal,2,8.0,10.15,56,59.0,0
CUST001010,56.0,Female,43,East,Debit Card,3,1.0,17.63,133,40.06,1
CUST001011,39.0,Female,26,West,Credit Card,1,10.0,16.77,208,60.97,0
CUST001012,43.0,Female,44,East,Credit Card,2,8.0,19.75,126,60.18,0
CUST001013,,Male,2,East,PayPal,3,,10.58,123,33.6,0
CUST001014,42.0,Female,20,South,PayPal,4,,18.6,231,41.68,0
CUST001015,,Male,15,South,Debit Card,3,,6.31,35,44.14,0
CUST001016,30.0,Male,52,West,Credit Card,5,,11.17,266,57.07,1
CUST001017,37.0,Female,4,North,PayPal,1,8.0,11.98,91,45.52,0
CUST001018,42.0,Male,22,North,PayPal,2,3.0,11.61,21,37.06,1
CUST001019,,Female,50,West,PayPal,2,8.0,14.38,140,60.79,0
CUST001020,27.0,Male,38,West,Debit Card,2,1.0,7.55,265,36.29,1
CUST001021,20.0,Female,23,North,PayPal,3,4.0,18.0,120,42.45,0
CUST001022,58.0,Female,59,East,Debit Card,2,5.0,13.28,221,57.78,0
CUST001023,62.0,Female,26,West,Debit Card,2,6.0,18.56,23,49.4,0
CUST001024,35.0,Male,51,East,Credit Card,5,5.0,5.04,39,43.05,1
CUST001025,64.0,Female,11,West,Credit Card,2,5.0,14.45,235,39.62,0
CUST001026,53.0,Male,28,West,Debit Card,2,5.0,11.19,241,43.82,0
CUST001027,64.0,Female,56,East,Credit Card,3,9.0,12.58,128,63.51,0
CUST001028,39.0,Male,2,East,Credit Card,1,10.0,16.16,22,52.29,0
CUST001029,51.0,Male,59,North,PayPal,3,10.0,8.41,55,64.87,0
CUST001030,64.0,Female,8,West,Credit Card,1,3.0,8.07,330,33.17,1
CUST001031,25.0,Female,29,South,Debit Card,2,2.0,15.55,47,40.16,1
CUST001032,57.0,Female,11,South,Credit Card,2,10.0,12.82,234,52.7,0
CUST001033,66.0,Female,37,West,PayPal,2,2.0,8.5,27,38.33,1
CUST001034,61.0,Female,18,West,Debit Card,2,8.0,12.26,48,49.88,0
CUST001035,36.0,Male,55,West,Credit Card,5,5.0,11.89,167,48.38,1
CUST001036,59.0,Female,50,East,Debit Card,3,5.0,15.37,271,51.03,0
CUST001037,,Female,14,South,Credit Card,0,6.0,5.04,81,42.07,0
CUST001038,54.0,Male,54,South,PayPal,1,9.0,13.8,118,66.34,0
CUST001039,23.0,Female,10,South,Credit Card,1,7.0,14.09,45,44.8,0
CUST001040,69.0,Female,35,West,Debit Card,0,,16.18,275,49.06,0
CUST001041,43.0,Male,9,East,Debit Card,2,5.0,18.34,181,41.71,0
CUST001042,51.0,Female,35,West,Debit Card,4,10.0,11.6,311,57.53,1
CUST001043,62.0,Female,11,North,Credit Card,3,9.0,10.14,232,47.32,0
CUST001044,23.0,Female,44,North,Credit Card,0,9.0,6.53,86,57.8,0
CUST001045,54.0,Male,12,South,Credit Card,1,2.0,10.05,105,32.5,1
CUST001046,50.0,Female,3,West,PayPal,3,7.0,6.03,243,36.08,0
CUST001047,39.0,Male,53,North,PayPal,3,10.0,17.04,177,66.45,0
CUST001048,38.0,Female,39,North,PayPal,2,1.0,17.11,234,40.05,1
CUST001049,23.0,Male,14,West,Debit Card,1,4.0,11.26,78,38.55,0
CUST001050,23.0,Female,56,East,Debit Card,1,2.0,8.89,126,45.47,1
CUST001051,65.0,Male,28,West,Debit Card,0,10.0,6.77,189,56.99,0
CUST001052,21.0,Male,11,West,Debit Card,3,9.0,17.77,60,50.54,0
CUST001053,47.0,Male,39,East,Debit Card,2,6.0,18.16,220,54.41,0
CUST001054,28.0,Male,25,South,Credit Card,2,,8.99,76,40.39,0
CUST001055,47.0,Male,21,South,Debit Card,3,3.0,14.33,91,35.59,1
CUST001056,48.0,Male,10,South,Credit Card,1,4.0,8.88,116,36.01,0
CUST001057,41.0,Female,43,East,PayPal,1,2.0,8.38,280,39.81,1
CUST001058,26.0,Female,15,North,PayPal,3,5.0,5.32,167,34.79,0
CUST001059,20.0,Male,19,East,PayPal,3,9.0,13.66,126,51.97,0
CUST001060,68.0,Male,48,West,PayPal,3,6.0,7.25,233,49.01,0
CUST001061,48.0,Male,22,East,PayPal,1,2.0,5.19,114,32.85,1
CUST001062,57.0,Male,21,North,Debit Card,0,6.0,6.57,100,43.92,0
CUST001063,54.0,Female,52,North,Debit Card,3,9.0,9.71,151,59.73,0
CUST001064,53.0,Male,44,West,Debit Card,2,4.0,15.04,72,49.0,0
CUST001065,41.0,Female,32,South,PayPal,2,1.0,8.04,349,35.89,1
CUST001066,48.0,Female,50,North,PayPal,3,2.0,18.31,167,45.37,1
CUST001067,,Male,23,North,Credit Card,2,5.0,9.33,72,40.22,0
CUST001068,19.0,Male,13,North,Debit Card,6,10.0,9.97,348,46.18,1
CUST001069,37.0,Female,5,West,PayPal,1,7.0,8.27,353,42.78,1
CUST001070,45.0,Female,4,North,PayPal,3,8.0,8.81,11,41.23,0
CUST001071,,Male,28,South,PayPal,3,3.0,6.11,298,33.87,1
CUST001072,21.0,Male,14,West,Credit Card,1,9.0,9.42,229,49.46,0
CUST001073,32.0,Male,8,South,PayPal,1,2.0,17.89,126,34.61,1
CUST001074,23.0,Female,9,North,Credit Card,1,4.0,15.33,153,38.08,0
CUST001075,66.0,Female,57,North,Credit Card,1,4.0,18.13,162,55.18,0
CUST001076,47.0,Male,51,South,Debit Card,3,6.0,6.57,278,49.91,0
CUST001077,55.0,Female,35,West,PayPal,2,10.0,11.83,179,59.8,0
CUST001078,68.0,Female,37,West,Credit Card,2,6.0,8.44,144,47.47,0
CUST001079,19.0,Male,21,South,PayPal,0,3.0,15.82,139,42.27,1
CUST001080,32.0,Male,58,North,Debit Card,1,,19.55,206,67.98,0
CUST001081,28.0,Female,18,East,Debit Card,5,5.0,17.23,96,39.39,1
CUST001082,25.0,Female,33,South,Credit Card,0,2.0,5.53,214,37.12,1
CUST001083,43.0,Male,8,South,Debit Card,2,6.0,9.75,69,38.26,0
CUST001084,68.0,Male,51,South,Debit Card,5,3.0,5.43,356,41.3,1
CUST001085,62.0,Male,49,North,Debit Card,1,8.0,5.6,318,56.44,1
CUST001086,61.0,Male,17,West,PayPal,1,3.0,6.19,19,33.7,1
CUST001087,,Male,43,North,PayPal,2,5.0,9.14,316,47.19,1
CUST001088,23.0,Female,31,South,Credit Card,1,4.0,9.56,351,40.43,1
CUST001089,43.0,Female,34,North,Credit Card,0,4.0,11.01,101,47.14,0
CUST001090,21.0,Female,6,North,Debit Card,3,2.0,11.07,81,30.07,1
CUST001091,36.0,Female,22,South,Debit Card,0,8.0,16.57,183,54.99,0
CUST001092,37.0,Male,14,North,Credit Card,1,3.0,7.12,18,34.38,1
CUST001093,50.0,Male,3,East,Debit Card,2,,7.37,155,30.92,0
CUST001094,37.0,Male,12,North,Credit Card,2,6.0,14.4,341,42.21,1
CUST001095,66.0,Female,36,North,PayPal,0,9.0,13.58,129,58.39,0
CUST001096,,Female,12,West,Debit Card,3,4.0,7.31,315,33.49,1
CUST001097,,Female,45,West,Debit Card,2,3.0,17.78,161,48.55,1
CUST001098,18.0,Male,2,South,Debit Card,0,5.0,9.94,119,37.69,0
CUST001099,43.0,Female,2,South,PayPal,3,9.0,10.5,332,45.1,1
CUST001100,31.0,Male,15,West,PayPal,3,1.0,11.31,173,30.03,1
CUST001101,55.0,Male,23,East,Debit Card,2,5.0,9.84,153,40.3,0
CUST001102,54.0,Male,29,North,Credit Card,4,4.0,13.36,20,42.43,0
CUST001103,,Male,17,East,PayPal,1,5.0,10.83,34,42.97,0
CUST001104,53.0,Male,32,East,Debit Card,2,7.0,8.89,314,49.66,1
CUST001105,30.0,Male,7,West,Debit Card,3,,18.57,60,46.21,0
CUST001106,60.0,Female,30,South,PayPal,2,7.0,9.63,158,49.89,0
CUST001107,20.0,Male,28,North,Credit Card,4,1.0,15.48,364,34.13,1
CUST001108,50.0,Male,14,South,Debit Card,1,9.0,10.21,206,52.03,0
CUST001109,23.0,Female,44,East,Credit Card,1,7.0,11.53,93,54.81,0
CUST001110,67.0,Male,30,East,Credit Card,5,4.0,8.54,218,37.73,1
CUST001111,27.0,Female,17,South,PayPal,3,4.0,16.28,323,40.96,1
CUST001112,,Female,32,South,Debit Card,2,2.0,16.06,89,37.54,1
CUST001113,40.0,Female,46,West,Debit Card,5,6.0,5.33,173,45.9,1
CUST001114,27.0,Male,6,South,Credit Card,4,10.0,5.9,40,45.67,0
CUST001115,61.0,Male,51,South,PayPal,4,3.0,18.84,203,45.71,1
CUST001116,,Female,24,West,PayPal,5,1.0,18.33,221,33.15,1
CUST001117,30.0,Male,6,South,PayPal,3,5.0,12.59,47,36.2,0
CUST001118,57.0,Male,27,East,Credit Card,3,6.0,12.4,243,46.1,0
CUST001119,19.0,Female,18,South,Credit Card,1,5.0,17.19,88,45.2,0
CUST001120,37.0,Female,24,North,Debit Card,5,5.0,7.08,157,36.29,1
CUST001121,18.0,Male,37,East,PayPal,8,10.0,14.81,162,55.01,1
CUST001122,54.0,Female,56,West,Credit Card,0,8.0,12.14,20,62.45,0
CUST001123,26.0,Female,24,East,PayPal,2,10.0,16.15,148,58.14,0
CUST001124,34.0,Female,38,West,Credit Card,0,1.0,5.45,201,37.94,1
CUST001125,26.0,Male,34,North,Debit Card,0,8.0,13.89,312,56.23,1
CUST001126,28.0,Male,40,North,PayPal,2,7.0,13.35,151,53.78,0
CUST001127,32.0,Male,47,East,Credit Card,0,1.0,17.61,100,44.91,1
CUST001128,41.0,Female,15,South,PayPal,2,9.0,15.15,247,51.9,0
CUST001129,55.0,Male,11,East,Credit Card,2,4.0,18.2,113,42.16,0
CUST001130,52.0,Female,22,East,Credit Card,3,7.0,18.31,219,50.11,0
CUST001131,47.0,Male,54,North,Credit Card,1,3.0,11.12,344,48.37,1
CUST001132,48.0,Male,24,West,PayPal,1,8.0,7.06,360,50.05,1
CUST001133,66.0,Female,1,East,Credit Card,0,4.0,14.45,25,37.96,0
CUST001134,22.0,Male,18,South,Debit Card,4,2.0,18.11,289,32.83,1
CUST001135,61.0,Female,44,North,PayPal,1,2.0,6.12,103,42.36,1
